file_name,snr,pesq_score,ber,encode_time,decode_time,msg
CycleGAN-clm_06136_00575918016-arm_06136_000400,30.51,4.35,0.00,1.12,0.02,[1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 1]
CycleGAN-clm_06136_00575918016-clf_07049_016854,27.74,3.55,0.00,1.12,0.02,[1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 0]
CycleGAN-clm_06136_00575918016-clm_02121_019365,29.74,4.08,0.00,1.12,0.02,[0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 1]
CycleGAN-clm_06136_00575918016-clm_04310_019474,30.77,4.47,0.00,1.13,0.02,[1 0 1 0 1 0 1 1 0 1 1 0 0 1 0 0]
CycleGAN-clm_06136_00575918016-clm_07049_013863,27.39,3.70,0.00,1.12,0.02,[0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 0]
CycleGAN-clm_06136_00575918016-cof_00610_017698,23.05,4.24,0.00,1.13,0.02,[0 1 1 0 0 0 0 1 1 1 0 1 1 1 1 0]
CycleGAN-clm_06136_00575918016-cof_02484_010851,25.50,3.78,0.00,1.12,0.02,[0 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1]
CycleGAN-clm_06136_00575918016-com_04310_017430,27.58,4.00,0.00,1.12,0.02,[0 1 1 1 1 1 0 0 1 0 1 0 0 1 0 0]
CycleGAN-clm_06136_00575918016-com_09334_019811,27.08,4.05,0.00,1.13,0.02,[1 1 0 0 1 1 0 1 1 1 0 0 1 0 0 1]
CycleGAN-clm_06136_00575918016-pem_08784_011954,30.85,4.19,0.00,1.12,0.02,[1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0]
CycleGAN-clm_06136_00575918016-vem_04310_006982,32.04,4.41,0.00,1.12,0.02,[0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0]
CycleGAN-clm_06136_00797021138-cof_02484_006391,29.39,3.97,0.00,3.72,0.02,[0 1 1 0 0 0 1 0 1 1 0 1 0 1 1 1]
CycleGAN-clm_06136_00797021138-com_00610_009345,37.01,4.49,0.00,3.72,0.02,[0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 0]
CycleGAN-clm_06136_00797021138-pem_01208_019902,36.80,4.43,0.00,3.72,0.02,[1 1 0 1 0 0 0 1 1 1 1 1 0 0 0 1]
CycleGAN-clm_06136_00797021138-vef_03397_002995,30.00,4.38,0.00,3.71,0.02,[1 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0]
CycleGAN-clm_06136_00797021138-vef_09697_019482,32.97,4.49,0.00,3.71,0.02,[0 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0]
CycleGAN-clm_06136_00998757104-arf_02436_021231,33.36,4.48,0.00,5.10,0.02,[0 0 1 1 1 1 0 0 0 0 1 1 1 0 1 1]
CycleGAN-clm_06136_00998757104-arf_05679_001131,30.86,3.79,0.00,5.10,0.02,[1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1]
CycleGAN-clm_06136_00998757104-clm_08421_017931,30.95,4.17,0.00,5.10,0.02,[1 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1]
CycleGAN-clm_06136_00998757104-cof_00610_010059,28.35,4.34,0.00,5.09,0.02,[0 1 1 1 1 0 0 0 1 0 0 0 1 0 0 1]
CycleGAN-clm_06136_00998757104-pef_07049_000295,31.33,4.37,0.00,5.10,0.02,[0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 0]
CycleGAN-clm_06136_01261213133-vef_02484_021195,21.58,4.08,0.00,5.46,0.02,[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1]
CycleGAN-clm_06136_01361891531-arm_01523_003984,30.77,4.19,0.00,5.50,0.02,[1 0 1 1 0 0 1 1 0 1 0 0 1 1 0 1]
CycleGAN-clm_06136_01361891531-cof_02484_000951,26.95,3.95,0.00,5.49,0.02,[1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 0]
CycleGAN-clm_06136_01361891531-com_09334_013597,27.10,4.04,0.00,5.50,0.03,[1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1]
CycleGAN-clm_06136_01388720600-arf_02121_003436,33.11,4.43,0.00,3.30,0.02,[0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 0]
CycleGAN-clm_06136_01388720600-arm_06136_008747,34.80,4.47,0.00,3.30,0.02,[0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1]
CycleGAN-clm_06136_01388720600-cof_06136_002533,32.97,4.43,0.00,3.30,0.02,[0 1 1 1 1 0 0 1 0 1 0 1 0 0 0 0]
CycleGAN-clm_06136_01388720600-com_00610_011268,37.84,4.51,0.00,3.30,0.02,[1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1]
CycleGAN-clm_06136_01388720600-com_02436_020096,34.16,4.44,0.00,3.30,0.02,[0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0]
CycleGAN-clm_06136_01388720600-pem_02436_004785,35.08,4.45,0.00,3.30,0.02,[1 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0]
CycleGAN-clm_06136_01388720600-vef_09697_004970,34.77,4.53,0.00,3.30,0.02,[1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0]
CycleGAN-clm_06136_01631352457-clf_09697_014375,26.18,4.26,0.00,1.01,0.01,[0 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0]
CycleGAN-clm_06136_01631352457-cof_00610_008456,23.42,4.26,0.00,1.01,0.01,[1 0 0 0 0 1 1 1 0 1 1 0 0 1 0 1]
CycleGAN-clm_06136_01631352457-com_00610_019145,33.10,4.43,0.00,1.01,0.01,[0 0 1 1 0 0 0 1 1 0 0 1 0 1 0 0]
CycleGAN-clm_06136_01631352457-com_02436_010956,30.90,4.29,0.00,1.01,0.01,[1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0]
CycleGAN-clm_06136_01631352457-pef_07049_008445,27.85,4.35,0.00,1.01,0.01,[1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1]
CycleGAN-clm_06136_01631352457-pef_07508_014631,25.49,4.07,0.00,1.01,0.01,[0 1 0 1 1 0 1 0 1 1 1 0 1 0 1 0]
CycleGAN-clm_06136_01631352457-pem_02436_002631,33.35,4.40,0.00,1.01,0.02,[0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1]
CycleGAN-clm_06136_01665962578-arf_02121_006513,30.36,4.40,0.00,5.10,0.02,[1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0]
CycleGAN-clm_06136_01665962578-arm_00610_010657,31.82,4.34,0.00,5.10,0.02,[0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 1]
CycleGAN-clm_06136_01665962578-clf_03397_013408,32.19,4.46,0.00,5.10,0.02,[0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 1]
CycleGAN-clm_06136_01665962578-clm_08421_017857,30.00,4.15,0.00,5.10,0.02,[1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1]
CycleGAN-clm_06136_01665962578-cof_02484_020189,27.39,3.97,0.00,5.09,0.02,[1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 1]
CycleGAN-clm_06136_01665962578-pef_03397_018645,34.89,4.41,0.00,5.10,0.02,[0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 1]
CycleGAN-clm_06136_01665962578-pem_01208_020442,33.95,4.46,0.00,5.10,0.02,[0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1]
CycleGAN-clm_06136_01665962578-vem_06136_017481,29.74,4.54,0.00,5.10,0.02,[0 0 0 1 1 0 1 0 1 0 0 0 1 1 1 1]
CycleGAN-cof_02436_00052210902-clf_04310_020216,32.40,4.36,0.00,3.68,0.02,[0 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1]
CycleGAN-cof_02436_00052210902-com_00610_002037,32.60,4.51,0.00,3.67,0.02,[0 0 1 1 0 1 1 1 0 1 1 0 1 0 1 0]
CycleGAN-cof_02436_00052210902-pem_01208_002581,35.38,4.48,0.00,3.67,0.02,[0 0 1 1 0 1 1 0 1 1 1 0 1 0 1 1]
CycleGAN-cof_02436_00052210902-pem_04310_005935,32.45,4.34,0.00,3.67,0.02,[1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1]
CycleGAN-cof_02436_00052210902-vef_05223_015061,34.77,4.44,0.00,3.68,0.02,[0 0 1 1 1 1 1 0 1 1 0 0 1 0 1 1]
CycleGAN-cof_02436_00052210902-vem_05223_016923,32.29,4.53,0.00,3.67,0.02,[0 1 0 0 1 1 0 1 0 1 1 0 1 0 1 1]
CycleGAN-cof_02436_00052210902-vem_06136_017407,32.27,4.55,0.00,3.67,0.02,[1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0]
CycleGAN-cof_02436_00301724065-arm_06136_002437,37.97,4.49,0.00,0.90,0.01,[0 0 0 0 1 1 0 0 1 1 1 0 1 0 1 0]
CycleGAN-cof_02436_00301724065-cof_00610_006488,35.61,4.28,0.00,0.90,0.02,[1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1]
CycleGAN-cof_02436_00301724065-cof_02484_010086,32.06,4.17,0.00,0.90,0.01,[1 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0]
CycleGAN-cof_02436_00301724065-pef_07508_002372,35.57,4.35,0.00,0.90,0.01,[1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1]
CycleGAN-cof_02436_00301724065-vem_05223_018916,33.92,4.50,0.00,0.90,0.01,[0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0]
CycleGAN-cof_02436_00360598628-arm_01523_008290,33.25,4.35,0.00,3.68,0.02,[1 1 0 0 1 1 0 1 1 0 1 1 0 0 1 0]
CycleGAN-cof_02436_00360598628-arm_07508_017402,32.54,4.24,0.00,3.68,0.02,[1 0 1 0 1 1 0 1 0 1 1 0 0 0 1 0]
CycleGAN-cof_02436_00360598628-clf_03397_005773,35.22,4.44,0.00,3.67,0.02,[1 0 0 1 0 1 0 0 1 1 0 1 0 0 1 0]
CycleGAN-cof_02436_00360598628-clm_04310_001229,35.00,4.51,0.00,3.67,0.02,[0 1 1 1 0 0 1 0 0 1 0 1 0 1 1 1]
CycleGAN-cof_02436_00360598628-cof_06136_003214,33.67,4.42,0.00,3.67,0.02,[1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0]
CycleGAN-cof_02436_00360598628-pef_07049_005722,34.12,4.37,0.00,3.68,0.02,[0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1]
CycleGAN-cof_02436_00360598628-pef_07508_006443,32.00,4.31,0.00,3.67,0.02,[0 1 1 0 0 0 1 0 0 1 0 1 0 1 0 0]
CycleGAN-cof_02436_00360598628-pem_04310_009327,34.17,4.36,0.00,3.67,0.02,[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0]
CycleGAN-cof_02436_00360598628-vem_06136_016996,32.27,4.55,0.00,3.68,0.02,[1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1]
CycleGAN-cof_02436_00733578342-arf_02436_012534,34.87,4.38,0.00,3.58,0.02,[1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1]
CycleGAN-cof_02436_00733578342-arm_01523_010215,35.12,4.28,0.00,3.57,0.02,[0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1]
CycleGAN-cof_02436_00733578342-arm_07508_005781,33.72,4.09,0.00,3.57,0.02,[1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 1]
CycleGAN-cof_02436_00733578342-clf_03397_012327,36.41,4.40,0.00,3.58,0.02,[0 1 0 1 1 0 1 1 1 0 1 1 0 0 0 1]
CycleGAN-cof_02436_00733578342-pef_01208_021155,35.73,4.31,0.00,3.58,0.02,[1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0]
CycleGAN-cof_02436_00733578342-pef_07049_009663,35.21,4.33,0.00,3.57,0.02,[0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1]
CycleGAN-cof_02436_01306173906-arf_02121_020826,36.77,4.46,0.00,1.03,0.02,[1 1 0 1 0 0 1 0 0 1 0 1 0 1 0 0]
CycleGAN-cof_02436_01306173906-arm_00610_006455,37.00,4.44,0.00,1.05,0.02,[0 0 1 0 0 1 1 0 1 0 1 1 1 0 1 0]
CycleGAN-cof_02436_01306173906-clf_07049_005747,35.02,4.12,0.00,1.03,0.02,[1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 1]
CycleGAN-cof_02436_01306173906-clm_08421_019567,36.44,4.20,0.00,1.02,0.02,[0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 1]
CycleGAN-cof_02436_01306173906-cof_02484_010608,33.01,4.18,0.00,1.03,0.02,[1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0]
CycleGAN-cof_02436_01306173906-cof_06136_020170,37.92,4.43,0.00,1.02,0.02,[0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0]
CycleGAN-cof_02436_01306173906-pem_01208_011663,38.01,4.48,0.00,1.03,0.01,[0 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1]
CycleGAN-cof_02436_01306173906-vef_02484_003975,28.60,4.06,0.00,1.02,0.02,[1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1]
CycleGAN-cof_02436_01306173906-vef_03397_009009,37.71,4.43,0.00,1.02,0.01,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
CycleGAN-cof_02436_01306173906-vef_09697_006638,36.28,4.49,0.00,1.03,0.01,[0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 1]
CycleGAN-cof_02436_01395350176-arf_02121_007684,29.79,4.37,0.00,1.05,0.02,[1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0]
CycleGAN-cof_02436_01395350176-clf_03397_008550,33.24,4.38,0.00,1.04,0.02,[1 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0]
CycleGAN-cof_02436_01395350176-clf_04310_007051,31.33,4.30,0.00,1.04,0.02,[1 1 1 1 1 1 1 0 0 1 1 0 0 1 0 0]
CycleGAN-cof_02436_01395350176-pef_01208_017815,31.45,4.26,0.00,1.04,0.01,[0 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1]
CycleGAN-cof_02436_01395350176-vef_02484_012472,26.22,3.99,0.00,1.04,0.01,[1 0 0 0 0 1 0 1 1 1 0 1 1 1 0 1]
CycleGAN-cof_02436_01395350176-vef_09697_006993,32.82,4.44,0.00,1.04,0.01,[1 1 1 1 0 1 0 1 1 0 1 0 0 1 0 1]
CycleGAN-cof_02436_01395350176-vem_04310_019835,31.30,4.46,0.00,1.04,0.02,[1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 0]
CycleGAN-cof_02436_01395350176-vem_05223_010206,29.87,4.47,0.00,1.04,0.02,[1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1]
CycleGAN-cof_02436_01622222208-arf_02121_011539,35.64,4.45,0.00,1.05,0.02,[0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 1]
CycleGAN-cof_02436_01622222208-clf_03397_019281,34.70,4.44,0.00,1.05,0.02,[1 1 1 0 0 1 0 1 1 0 1 0 1 1 0 0]
CycleGAN-cof_02436_01622222208-clf_09697_006096,35.01,4.35,0.00,1.06,0.02,[1 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0]
CycleGAN-cof_02436_01622222208-clm_08421_011573,34.74,4.29,0.00,1.05,0.02,[1 0 0 1 1 0 0 1 0 0 1 1 0 1 0 0]
CycleGAN-cof_02436_01622222208-vem_04310_018923,34.45,4.51,0.00,1.06,0.02,[1 1 1 1 0 0 0 1 1 1 0 0 1 0 1 0]
CycleGAN-cof_02436_01680222370-arf_02121_005879,32.35,4.39,0.00,3.62,0.02,[1 1 1 1 1 0 0 1 0 0 0 1 0 0 1 1]
CycleGAN-cof_02436_01680222370-arf_02436_006577,34.99,4.41,0.00,3.62,0.02,[0 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0]
CycleGAN-cof_02436_01680222370-arm_00610_019610,31.15,4.33,0.00,3.62,0.02,[0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 1]
CycleGAN-cof_02436_01680222370-clm_02121_008765,32.01,4.27,0.00,3.61,0.02,[0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 1]
CycleGAN-cof_02436_01680222370-clm_08421_005953,30.41,4.01,0.00,3.62,0.02,[0 1 0 1 1 1 0 1 1 0 1 1 0 0 1 1]
CycleGAN-cof_02436_01680222370-com_02436_007971,32.07,4.40,0.00,3.62,0.02,[1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1]
CycleGAN-cof_02436_01680222370-pef_03397_001117,35.31,4.44,0.00,3.62,0.02,[0 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1]
CycleGAN-cof_02436_01718184551-arm_01523_015161,33.31,4.37,0.00,1.04,0.01,[0 0 1 1 1 1 0 1 0 0 1 1 0 0 0 0]
CycleGAN-cof_02436_01718184551-clf_07049_010830,32.96,4.19,0.00,1.04,0.02,[0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 1]
CycleGAN-cof_02436_01718184551-clf_09697_020887,33.76,4.26,0.00,1.04,0.02,[0 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0]
CycleGAN-cof_02436_01718184551-clm_04310_016606,34.84,4.50,0.00,1.04,0.02,[1 1 1 0 0 1 0 1 0 1 1 1 0 0 0 0]
CycleGAN-cof_02436_01718184551-com_00610_017757,33.47,4.51,0.00,1.04,0.02,[0 0 0 1 1 0 0 1 1 0 1 0 1 1 0 1]
CycleGAN-cof_02436_01718184551-com_04310_017295,31.47,4.32,0.00,1.04,0.02,[1 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0]
CycleGAN-cof_02436_01718184551-pef_03397_010706,36.24,4.42,0.00,1.04,0.02,[1 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0]
CycleGAN-cof_02436_01718184551-pef_07049_000214,34.49,4.37,0.00,1.04,0.02,[0 1 1 0 0 1 1 1 0 0 1 1 0 1 1 1]
CycleGAN-cof_02436_01718184551-vem_06136_017481,32.55,4.53,0.00,1.04,0.02,[1 0 0 1 0 1 1 0 1 1 0 1 1 1 0 0]
CycleGAN-cof_02436_01936055459-vef_09697_013045,35.99,4.47,0.00,0.19,0.01,[0 1 0 1 1 1 0 1 1 1 0 0 0 0 0 1]
CycleGAN-cof_02436_01936055459-vem_05223_010202,34.21,4.50,0.00,0.19,0.01,[0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1]
CycleGAN-cof_04310_00316904961-arf_03397_020046,28.43,4.03,0.00,0.74,0.01,[1 1 1 0 0 0 0 0 1 0 1 1 0 1 0 1]
CycleGAN-cof_04310_00316904961-arm_00610_012764,28.56,4.34,0.00,0.74,0.01,[1 1 0 1 1 1 0 1 0 0 0 1 0 1 1 1]
CycleGAN-cof_04310_00316904961-arm_07508_006975,27.14,4.05,0.00,0.74,0.01,[0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1]
CycleGAN-cof_04310_00316904961-pef_01208_008266,30.25,4.26,0.00,0.74,0.01,[1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1]
CycleGAN-cof_04310_00389389872-clm_02121_003799,28.54,4.12,0.00,0.90,0.01,[0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 1]
CycleGAN-cof_04310_00389389872-cof_02484_001061,25.59,4.03,0.00,0.90,0.01,[0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0]
CycleGAN-cof_04310_00389389872-pem_02436_010374,30.23,4.41,0.00,0.90,0.01,[1 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1]
CycleGAN-cof_04310_00389389872-vem_05223_021134,28.51,4.51,0.00,0.90,0.01,[0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 0]
CycleGAN-cof_04310_00487384662-arf_05679_007955,25.44,3.83,0.00,1.13,0.02,[1 1 0 1 1 0 0 1 0 1 1 0 0 0 1 0]
CycleGAN-cof_04310_00487384662-arm_07508_013423,29.28,3.99,0.00,1.14,0.02,[0 1 1 1 0 1 0 1 1 0 1 0 0 0 1 0]
CycleGAN-cof_04310_00487384662-clf_09697_011024,28.62,4.17,0.00,1.13,0.02,[0 1 1 0 1 0 0 0 1 0 0 0 1 0 1 1]
CycleGAN-cof_04310_00487384662-pef_03397_014897,36.26,4.42,0.00,1.13,0.02,[0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0]
CycleGAN-cof_04310_00487384662-vem_09697_006828,27.86,4.25,0.00,1.15,0.02,[1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0]
CycleGAN-cof_04310_01006340494-arf_03397_011656,26.61,4.11,0.00,0.19,0.01,[0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0]
CycleGAN-cof_04310_01006340494-clf_07049_006230,26.23,3.67,0.00,0.19,0.01,[0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 1]
CycleGAN-cof_04310_01006340494-vef_05223_021446,28.17,4.34,0.00,0.19,0.01,[1 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1]
CycleGAN-cof_04310_01092106603-arf_03397_008861,28.84,4.10,0.00,0.65,0.01,[1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0]
CycleGAN-cof_04310_01092106603-clf_09697_006096,29.62,4.18,0.00,0.63,0.01,[0 1 1 1 0 0 0 1 0 1 1 0 1 0 0 1]
CycleGAN-cof_04310_01092106603-cof_02484_008271,25.33,3.84,0.00,0.63,0.01,[1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1]
CycleGAN-cof_04310_01092106603-com_04310_020904,26.39,3.95,0.00,0.64,0.01,[0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 1]
CycleGAN-cof_04310_01092106603-pef_07508_014649,27.71,3.99,0.00,0.64,0.01,[0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1]
CycleGAN-cof_04310_01534630157-arf_03397_009697,29.97,3.87,0.00,3.81,0.02,[1 0 0 1 1 1 0 0 0 0 0 1 1 0 1 1]
CycleGAN-cof_04310_01534630157-arm_07508_005781,29.39,3.97,0.00,3.81,0.02,[1 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1]
CycleGAN-cof_04310_01534630157-clf_07049_020346,30.25,3.99,0.00,3.81,0.02,[0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1]
CycleGAN-cof_04310_01534630157-vef_03397_012165,30.44,4.32,0.00,3.80,0.02,[1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1]
CycleGAN-cof_04310_01534630157-vef_09697_008680,32.11,4.44,0.00,3.80,0.02,[1 0 1 0 1 0 0 1 0 1 1 1 0 0 0 1]
CycleGAN-cof_04310_01534630157-vem_06136_015979,30.50,4.53,0.00,3.81,0.02,[0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0]
CycleGAN-cof_04310_01534630157-vem_09697_002542,28.03,4.27,0.00,3.81,0.02,[1 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0]
CycleGAN-cof_04310_01548249039-arf_02121_007724,29.97,4.23,0.00,0.19,0.01,[0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 0]
CycleGAN-cof_04310_01548249039-arm_06136_021070,31.95,4.31,0.00,0.19,0.01,[1 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1]
CycleGAN-cof_04310_01548249039-clf_07049_017420,28.69,3.91,0.00,0.19,0.01,[0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 1]
CycleGAN-cof_04310_01548249039-clm_02121_012444,29.49,4.08,0.00,0.19,0.01,[0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1]
CycleGAN-cof_04310_01548249039-clm_08421_012372,27.39,3.87,0.00,0.19,0.02,[1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0]
CycleGAN-cof_04310_01548249039-cof_06136_016893,29.67,4.21,0.00,0.19,0.01,[1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1]
CycleGAN-cof_04310_01548249039-com_02436_009045,29.12,4.28,0.00,0.19,0.01,[0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0]
CycleGAN-cof_04310_01548249039-com_04310_006683,26.25,4.07,0.00,0.19,0.01,[1 1 0 0 1 0 1 0 0 1 0 1 1 1 1 1]
CycleGAN-cof_04310_01548249039-com_09334_020403,23.84,3.98,0.00,0.19,0.01,[0 1 0 0 1 1 0 1 1 1 1 1 1 0 0 1]
CycleGAN-cof_04310_01664914398-arf_02121_009432,30.69,4.36,0.00,1.07,0.02,[1 0 1 0 0 1 0 1 1 1 0 1 1 1 0 1]
CycleGAN-cof_04310_01664914398-arf_05679_002302,25.56,3.99,0.00,1.08,0.02,[1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0]
CycleGAN-cof_04310_01664914398-arm_07508_000929,29.49,4.17,0.00,1.07,0.02,[0 1 1 0 1 0 0 1 0 0 1 1 1 0 1 0]
CycleGAN-cof_04310_01664914398-com_00610_018992,30.96,4.49,0.00,1.07,0.02,[1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0]
CycleGAN-cof_04310_01664914398-pef_01208_003265,32.64,4.36,0.00,1.07,0.02,[0 1 1 1 0 1 0 1 1 1 1 0 0 1 0 0]
CycleGAN-cof_04310_01664914398-vef_02484_009245,26.62,4.03,0.00,1.07,0.02,[1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1]
CycleGAN-cof_04310_01705476715-arf_02436_006090,32.67,4.41,0.00,3.64,0.02,[1 0 0 1 1 1 1 1 0 1 0 0 1 1 0 0]
CycleGAN-cof_04310_01705476715-arm_01523_017140,29.79,4.17,0.00,3.64,0.02,[1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0]
CycleGAN-cof_04310_01705476715-clm_08421_003602,29.83,3.73,0.00,3.64,0.02,[0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1]
CycleGAN-cof_04310_01705476715-com_02436_009743,31.50,4.33,0.00,3.64,0.02,[0 1 1 0 0 1 1 0 0 0 1 0 0 1 1 1]
CycleGAN-cof_04310_01705476715-pef_07049_004675,34.06,4.24,0.00,3.64,0.02,[0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 1]
CycleGAN-cof_04310_01734349225-arm_01523_017315,28.85,4.15,0.00,5.34,0.02,[1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0]
CycleGAN-cof_04310_01734349225-arm_07508_000053,28.14,3.99,0.00,5.33,0.02,[1 0 1 1 0 1 0 1 0 1 1 0 1 1 0 1]
CycleGAN-cof_04310_01734349225-clf_03397_010222,32.83,4.37,0.00,5.33,0.02,[0 1 1 0 0 0 0 0 0 1 0 0 1 1 1 1]
CycleGAN-cof_04310_01734349225-clm_04310_000137,30.98,4.40,0.00,5.34,0.02,[0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 0]
CycleGAN-cof_04310_01734349225-com_09334_018183,25.57,3.99,0.00,5.33,0.02,[1 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1]
CycleGAN-cof_04310_01734349225-pef_07049_018491,32.15,4.25,0.00,5.34,0.02,[1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1]
CycleGAN-cof_04310_01734349225-pem_01208_000165,31.98,4.32,0.00,5.34,0.02,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1]
CycleGAN-cof_04310_01734349225-pem_08784_004333,29.40,4.13,0.00,5.35,0.02,[0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0]
CycleGAN-cof_04310_01734349225-vef_05223_007858,28.77,4.29,0.00,5.35,0.02,[0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0]
