file_name,snr,pesq_score,ber,encode_time,decode_time,msg
TTS-pem_00610_00236621460,26.41,4.38,0.00,0.33,0.01,[1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
TTS-pem_00610_00329462555,29.99,4.45,0.00,0.71,0.01,[1 0 0 1 0 1 1 1 0 0 0 0 0 1 1 1]
TTS-pem_00610_00390685420,31.10,4.48,0.00,2.13,0.02,[0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0]
TTS-pem_00610_01196023253,31.47,4.43,0.00,1.81,0.02,[0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0]
TTS-pem_00610_01488180430,30.45,4.40,0.00,2.14,0.02,[1 1 0 1 0 1 1 0 1 1 1 0 0 0 1 0]
TTS-pem_00610_01513791906,29.46,4.44,0.00,0.41,0.01,[0 0 1 0 1 0 1 1 0 0 1 1 1 0 1 1]
TTS-pem_01208_00063631271,34.90,4.43,0.00,0.70,0.01,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1]
TTS-pem_01208_00856136909,32.30,4.49,0.00,1.90,0.01,[1 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1]
TTS-pem_01208_01270291517,29.67,4.53,0.00,2.13,0.01,[0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 0]
TTS-pem_01523_00724449019,33.99,4.51,0.00,1.51,0.01,[0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0]
TTS-pem_01523_01349257713,31.02,4.48,0.00,2.22,0.01,[0 1 0 1 1 0 0 0 0 1 0 1 1 1 1 0]
TTS-pem_01523_01505312782,31.16,4.47,0.00,4.86,0.02,[0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1]
TTS-pem_01523_01621124487,30.74,4.30,0.00,2.29,0.01,[0 0 1 0 0 0 1 0 1 0 0 1 0 1 1 0]
TTS-pem_01523_01686139021,30.61,4.31,0.00,2.17,0.01,[1 0 0 1 0 1 1 1 0 1 0 1 0 0 0 1]
TTS-pem_02121_01296707981,31.67,4.49,0.00,1.93,0.01,[1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1]
TTS-pem_02121_01884637199,32.76,4.46,0.00,3.65,0.02,[1 0 1 1 1 0 0 0 1 0 0 0 1 1 0 0]
TTS-pem_02436_00000098543,32.66,4.34,0.00,1.88,0.01,[1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 1]
TTS-pem_02436_00185211753,30.81,4.47,0.00,2.34,0.01,[0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1]
TTS-pem_02436_00284117974,28.79,4.40,0.00,2.17,0.01,[1 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0]
TTS-pem_02436_01037472630,33.00,4.50,0.00,2.07,0.01,[0 1 1 1 1 1 0 1 0 0 0 1 0 0 1 0]
TTS-pem_02436_01070843464,28.83,4.42,0.00,2.20,0.01,[1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0]
TTS-pem_02436_01616864829,29.65,4.46,0.00,4.29,0.02,[0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 1]
TTS-pem_02484_00569540987,29.30,4.41,0.00,1.95,0.01,[1 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1]
TTS-pem_02484_01152207010,30.08,4.40,0.00,5.11,0.02,[1 0 1 0 0 0 0 0 1 1 1 1 0 1 1 1]
TTS-pem_02484_01309308340,30.86,4.47,0.00,1.97,0.01,[1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0]
TTS-pem_02484_01832945992,29.27,4.45,0.00,1.97,0.01,[1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1]
TTS-pem_03034_00698165961,33.87,4.47,0.00,1.89,0.01,[0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 1]
TTS-pem_03349_00055360291,31.49,4.50,0.00,2.28,0.01,[1 1 1 0 1 1 0 1 0 1 0 0 0 1 1 1]
TTS-pem_03349_00064156172,33.36,4.46,0.00,2.31,0.01,[1 1 0 1 0 0 1 1 1 1 0 0 0 1 0 1]
TTS-pem_03349_00235463764,32.06,4.42,0.00,1.13,0.01,[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1]
TTS-pem_03349_00655434368,32.59,4.49,0.00,1.77,0.01,[1 0 0 0 1 1 1 1 0 1 0 0 1 1 1 1]
TTS-pem_03349_01092784797,33.37,4.49,0.00,1.77,0.01,[1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0]
TTS-pem_03349_01773883651,34.28,4.48,0.00,1.51,0.01,[0 0 0 0 1 0 1 0 0 1 0 1 1 0 1 1]
TTS-pem_03397_00311994191,32.04,4.48,0.00,1.69,0.02,[1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 0]
TTS-pem_04310_00267533357,30.69,4.45,0.00,3.54,0.02,[1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0]
TTS-pem_04310_00303805321,32.31,4.50,0.00,2.18,0.02,[0 1 0 1 0 0 0 0 0 1 1 0 1 1 1 1]
TTS-pem_04310_00902957343,32.00,4.50,0.00,2.32,0.01,[0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1]
TTS-pem_04310_01140303324,35.82,4.46,0.00,0.13,0.01,[0 0 0 1 1 1 0 1 1 1 1 0 0 0 0 0]
TTS-pem_05223_00575437339,30.46,4.47,0.00,3.57,0.02,[0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 1]
TTS-pem_05223_01656242201,32.76,4.47,0.00,1.85,0.01,[0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 1]
TTS-pem_06136_00103200396,26.71,4.53,0.00,2.11,0.01,[0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0]
TTS-pem_06136_00911530214,29.75,4.44,0.00,2.20,0.01,[0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 1]
TTS-pem_06136_01307297142,32.19,4.44,0.00,1.16,0.01,[1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 1]
TTS-pem_06136_01396861726,33.24,4.48,0.00,1.85,0.01,[1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 1]
TTS-pem_06136_01684331431,31.38,4.50,0.00,2.09,0.01,[1 1 1 1 0 0 1 1 0 0 0 1 0 0 0 0]
TTS-pem_07049_00936009426,32.59,4.48,0.00,2.12,0.02,[0 0 1 1 1 1 1 0 0 0 1 1 0 1 1 0]
TTS-pem_07049_01120562380,31.86,4.51,0.00,2.31,0.01,[1 0 1 1 1 0 1 0 0 0 0 1 0 1 0 1]
TTS-pem_07049_01129042507,29.89,4.42,0.00,4.23,0.02,[0 0 1 1 1 0 1 0 1 0 1 0 1 0 1 0]
TTS-pem_07049_01490518687,30.79,4.48,0.00,2.32,0.01,[1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 0]
TTS-pem_07049_01557594290,30.75,4.45,0.00,1.80,0.01,[1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0]
TTS-pem_07049_01835913838,31.88,4.46,0.00,2.29,0.01,[0 0 1 0 0 0 0 0 1 0 0 1 1 0 1 1]
TTS-pem_07508_00919645183,33.35,4.45,0.00,4.76,0.02,[0 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1]
TTS-pem_07508_01639094307,30.63,4.26,0.00,1.92,0.01,[0 1 1 0 0 0 1 1 1 1 1 1 0 0 1 0]
TTS-pem_08421_00809245551,30.81,4.38,0.00,2.24,0.01,[1 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1]
TTS-pem_08784_00612043699,33.55,4.47,0.00,1.82,0.01,[1 0 0 1 1 1 0 1 0 1 0 1 0 0 1 0]
TTS-pem_08784_01383875211,31.94,4.49,0.00,2.20,0.01,[1 1 1 1 0 0 1 1 0 0 1 0 0 0 0 0]
TTS-pem_08784_01765505361,30.58,4.48,0.00,2.17,0.02,[1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 0]
TTS-pem_09334_01243701144,33.35,4.47,0.00,3.82,0.02,[1 0 0 0 1 0 1 1 0 0 0 0 1 1 1 1]
TTS-pem_09334_01420767172,30.46,4.47,0.00,2.23,0.01,[1 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1]
TTS-pem_09334_01474405860,30.13,4.50,0.00,1.71,0.02,[1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 1]
TTS-pem_09334_01904938503,31.77,4.40,0.00,2.22,0.01,[1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0]
TTS-pem_09697_00606153301,32.04,4.40,0.00,0.41,0.01,[1 0 0 0 0 1 1 1 0 0 0 1 1 0 1 1]
TTS-pem_09697_00735023274,29.73,4.49,0.00,2.15,0.01,[0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0]
TTS-pem_09697_01000097582,32.16,4.45,0.00,0.71,0.01,[1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1]
TTS-pem_09697_01239483133,29.82,4.49,0.00,0.13,0.01,[1 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1]
TTS-StarGAN-arf_00295_01967306974_TTS-vef_08784,31.16,4.44,0.00,4.16,0.02,[0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0]
TTS-StarGAN-arf_00610_00291574942_TTS-vef_08784,35.05,4.40,0.00,0.14,0.01,[0 1 1 0 0 1 1 1 1 0 0 0 0 1 0 1]
TTS-StarGAN-arf_01208_01529721397_TTS-com_04310,31.26,4.26,0.00,2.26,0.01,[0 0 1 1 1 1 1 1 0 1 1 0 0 0 1 0]
TTS-StarGAN-arf_01523_00104986690_TTS-arf_03397,30.59,4.33,0.00,2.15,0.01,[0 1 1 0 1 1 0 0 0 0 1 1 1 1 0 0]
TTS-StarGAN-arf_01523_00237835082_TTS-cof_01523,34.73,4.37,0.00,0.72,0.01,[1 1 1 0 1 0 1 1 1 1 1 1 0 0 0 1]
TTS-StarGAN-arf_01523_00538295805_TTS-clf_05223,33.53,4.48,0.00,0.73,0.01,[1 1 1 1 0 0 1 0 1 1 0 1 0 1 1 0]
TTS-StarGAN-arf_02436_00333056189_TTS-vef_08421,33.48,4.26,0.00,2.00,0.01,[1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0]
TTS-StarGAN-arf_02436_00820589797_TTS-pef_03397,33.69,4.37,0.00,2.12,0.01,[0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1]
TTS-StarGAN-arf_02436_01910413435_TTS-clf_09334,34.58,4.44,0.00,2.20,0.01,[0 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0]
TTS-StarGAN-arf_03349_00232023004_TTS-clf_08784,36.92,4.47,0.00,0.72,0.01,[0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0]
TTS-StarGAN-arf_03349_01286228471_TTS-clm_09697,33.39,4.39,0.00,1.92,0.01,[1 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1]
TTS-StarGAN-arf_03397_00304120505_TTS-pef_02484,33.10,4.41,0.00,1.92,0.01,[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0]
TTS-StarGAN-arf_03397_00969721794_TTS-com_07049,30.08,4.39,0.00,1.77,0.01,[0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1]
TTS-StarGAN-arf_03397_01016802945_TTS-pef_01523,30.74,4.46,0.00,1.75,0.01,[1 0 0 1 0 0 1 1 0 1 1 1 0 1 0 0]
TTS-StarGAN-arf_03397_01741613246_TTS-vef_09697,33.00,4.42,0.00,1.77,0.02,[1 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1]
TTS-StarGAN-arf_03398_00794224533_TTS-vem_00610,25.31,4.49,0.00,0.71,0.01,[0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 1]
TTS-StarGAN-arf_03853_00087620788_TTS-vem_02484,33.14,4.51,0.00,1.18,0.01,[1 0 1 0 0 0 1 0 0 1 0 1 1 1 1 0]
TTS-StarGAN-arf_04310_01244382414_TTS-arm_04310,37.42,4.25,0.00,0.72,0.01,[1 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0]
TTS-StarGAN-arf_04310_01248233820_TTS-clm_03034,32.54,4.43,0.00,1.79,0.01,[1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0]
TTS-StarGAN-arf_04766_00036632884_TTS-clm_09697,37.29,4.36,0.00,1.91,0.01,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1]
TTS-StarGAN-arf_04766_01083664122_TTS-pef_07508,25.68,4.28,0.00,0.72,0.01,[1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1]
TTS-StarGAN-arf_05223_00557929444_TTS-arm_07508,29.66,4.30,0.00,1.50,0.01,[0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0]
TTS-StarGAN-arf_05223_00961062244_TTS-clm_09697,33.14,4.38,0.00,0.71,0.01,[1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1]
TTS-StarGAN-arf_05679_00534851466_TTS-arf_03397,30.64,4.34,0.00,2.11,0.01,[0 1 0 0 1 1 1 0 1 1 0 0 1 1 0 0]
TTS-StarGAN-arf_06136_00575524090_TTS-arf_07060,33.39,4.45,0.00,2.12,0.01,[0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1]
TTS-StarGAN-arf_06136_01380766249_TTS-clf_05223,33.44,4.34,0.00,1.65,0.01,[1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1]
TTS-StarGAN-arf_06592_00325117692_TTS-pem_03397,31.58,4.41,0.00,1.92,0.01,[1 0 0 0 0 1 0 0 1 0 1 1 1 1 1 0]
TTS-StarGAN-arf_06592_01405558650_TTS-pef_02484,34.31,4.47,0.00,0.71,0.01,[1 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0]
TTS-StarGAN-arf_07060_00289255458_TTS-vem_08784,28.35,4.40,0.00,1.17,0.01,[0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 0]
TTS-StarGAN-arf_07505_01854797469_TTS-com_09334,27.62,4.52,0.00,2.25,0.01,[0 1 1 0 0 0 1 0 0 1 1 1 0 0 1 1]
TTS-StarGAN-arf_07508_01784474237_TTS-clm_03349,31.08,4.43,0.00,2.30,0.01,[0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0]
TTS-StarGAN-arf_08421_00824201176_TTS-pef_07508,27.18,4.38,0.00,0.70,0.01,[1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1]
TTS-StarGAN-arf_08886_01666127708_TTS-pef_01523,36.75,4.42,0.00,1.16,0.01,[0 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1]
TTS-StarGAN-arf_09334_01966724369_TTS-clf_07508,30.65,4.37,0.00,2.29,0.01,[1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 1]
TTS-StarGAN-arf_09697_00602298717_TTS-pem_03397,31.39,4.48,0.00,1.82,0.01,[0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0]
TTS-StarGAN-arf_09697_01401541337_TTS-arm_08784,34.03,4.47,0.00,1.15,0.01,[1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0]
TTS-StarGAN-arf_09697_01732173307_TTS-vem_00610,27.44,4.41,0.00,2.34,0.01,[1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0]
TTS-StarGAN-arf_09799_02086867080_TTS-vem_02484,31.82,4.43,0.00,2.07,0.01,[0 1 1 0 0 0 1 1 0 1 0 1 1 0 0 0]
TTS-StarGAN-arm_00610_00122244953_TTS-com_04310,30.56,4.39,0.00,2.04,0.01,[0 1 1 1 1 0 1 0 0 0 0 1 1 0 1 1]
TTS-StarGAN-arm_00610_01591159447_TTS-pef_07508,27.41,4.32,0.00,3.51,0.02,[1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 0]
TTS-StarGAN-arm_01523_00876671972_TTS-clm_05223,33.32,4.37,0.00,1.50,0.01,[1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1]
TTS-StarGAN-arm_02484_00235213418_TTS-arf_03853,32.79,4.37,0.00,2.16,0.02,[1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1]
TTS-StarGAN-arm_03397_00153392978_TTS-cof_06136,37.89,4.32,0.00,2.04,0.01,[0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1]
TTS-StarGAN-arm_03397_00278640273_TTS-arf_03397,33.82,4.32,0.00,2.13,0.02,[1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1]
TTS-StarGAN-arm_03397_00948505743_TTS-cof_07508,29.88,4.40,0.00,0.71,0.01,[1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 1]
TTS-StarGAN-arm_03397_01105285601_TTS-vem_00610,26.92,4.48,0.00,0.70,0.01,[0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0]
TTS-StarGAN-arm_03397_01722169821_TTS-clf_09334,31.64,4.37,0.00,2.34,0.01,[0 1 0 0 0 1 1 1 1 0 1 1 0 0 0 1]
TTS-StarGAN-arm_04310_00842739185_TTS-pef_02484,36.35,4.45,0.00,2.34,0.01,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1]
TTS-StarGAN-arm_04310_01169803196_TTS-clf_04310,33.92,4.45,0.00,2.11,0.01,[1 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0]
TTS-StarGAN-arm_04310_01190904410_TTS-clm_02484,32.45,4.38,0.00,1.52,0.01,[1 0 1 0 0 0 0 0 0 1 0 1 0 1 1 0]
TTS-StarGAN-arm_04310_01320955107_TTS-vef_06136,29.58,4.38,0.00,0.71,0.01,[0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0]
TTS-StarGAN-arm_04310_02128602099_TTS-cof_09697,33.83,4.34,0.00,0.72,0.01,[0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1]
TTS-StarGAN-arm_05223_00120993754_TTS-com_09334,28.07,4.32,0.00,2.02,0.01,[0 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0]
TTS-StarGAN-arm_05223_01060370073_TTS-arm_08784,29.82,4.49,0.00,0.16,0.01,[0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1]
TTS-StarGAN-arm_05223_01714663904_TTS-com_03034,33.57,4.33,0.00,2.19,0.02,[1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0]
TTS-StarGAN-arm_05223_01840259933_TTS-clm_05223,32.01,4.44,0.00,2.08,0.01,[0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1]
TTS-StarGAN-arm_06136_00389029506_TTS-pem_06136,33.32,4.45,0.00,1.17,0.01,[1 1 0 0 1 1 1 1 1 0 0 0 0 1 0 1]
TTS-StarGAN-arm_06136_01328075180_TTS-cof_07508,33.66,4.22,0.00,2.14,0.01,[0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 0]
TTS-StarGAN-arm_06136_02119346533_TTS-arm_03397,28.41,4.44,0.00,2.32,0.01,[1 0 0 0 1 1 0 0 1 0 1 0 1 0 0 1]
TTS-StarGAN-arm_07049_00396283298_TTS-clf_09334,29.38,4.38,0.00,3.48,0.02,[0 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0]
TTS-StarGAN-arm_07049_01698814858_TTS-clm_03034,31.23,4.45,0.00,1.76,0.01,[0 0 1 0 1 1 1 0 0 0 1 0 1 0 1 1]
TTS-StarGAN-arm_07508_00005354988_TTS-arm_08784,29.31,4.48,0.00,0.70,0.01,[1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0]
TTS-StarGAN-arm_07508_00618406777_TTS-clf_09334,27.79,4.35,0.00,0.70,0.01,[1 1 0 0 0 1 0 0 1 0 1 0 0 0 1 1]
TTS-StarGAN-arm_07508_00695213419_TTS-clf_08784,34.88,4.39,0.00,3.84,0.02,[0 1 0 0 1 0 1 0 0 1 0 1 1 1 0 0]
TTS-StarGAN-arm_07508_00941494494_TTS-clf_09334,28.52,4.29,0.00,0.70,0.01,[0 0 0 1 0 1 0 1 1 0 0 1 1 1 1 1]
TTS-StarGAN-arm_07508_01032448698_TTS-vef_08784,30.75,4.31,0.00,1.50,0.01,[0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1]
TTS-StarGAN-arm_07508_01049240747_TTS-arf_04311,28.67,4.40,0.00,2.20,0.02,[0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1]
TTS-StarGAN-arm_07508_01548423635_TTS-arm_05223,30.49,4.47,0.00,1.79,0.01,[1 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0]
TTS-StarGAN-arm_07508_01632176853_TTS-arm_08784,28.53,4.46,0.00,1.18,0.01,[0 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0]
TTS-StarGAN-arm_07508_02094590521_TTS-pem_09697,35.10,4.44,0.00,0.13,0.01,[0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 1]
TTS-StarGAN-arm_08421_00477844608_TTS-cof_07508,32.63,4.13,0.00,0.13,0.01,[0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0]
TTS-StarGAN-arm_08421_01192280829_TTS-pef_07508,30.22,4.39,0.00,0.69,0.01,[0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1]
TTS-StarGAN-arm_08421_01290842870_TTS-arm_07508,28.69,4.33,0.00,1.76,0.01,[0 0 0 1 1 0 1 1 1 1 0 0 0 1 0 0]
TTS-StarGAN-arm_08421_01390659201_TTS-arm_05223,28.27,4.51,0.00,0.70,0.01,[0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1]
TTS-StarGAN-arm_08421_01436656317_TTS-pef_02484,32.03,4.40,0.00,2.06,0.01,[1 1 0 1 0 1 0 1 0 1 1 0 0 0 1 0]
TTS-StarGAN-arm_08421_02052479797_TTS-vem_05223,29.21,4.28,0.00,0.69,0.01,[0 0 1 0 0 1 1 0 1 0 1 0 1 0 1 0]
TTS-StarGAN-arm_09334_00702921731_TTS-arm_03397,31.56,4.49,0.00,0.71,0.01,[0 1 1 0 1 1 1 1 0 0 0 0 0 1 0 0]
TTS-StarGAN-arm_09334_01209018036_TTS-com_09334,29.17,4.29,0.00,1.98,0.01,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
TTS-StarGAN-arm_09697_00077908124_TTS-com_04310,31.28,4.38,0.00,1.94,0.01,[1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 1]
TTS-StarGAN-arm_09697_01448597905_TTS-arf_04311,30.93,4.43,0.00,2.35,0.01,[1 1 1 0 1 1 0 1 0 0 0 1 0 0 0 1]
TTS-StarGAN-arm_09697_01867663602_TTS-clf_05223,31.66,4.34,0.00,2.17,0.02,[1 0 1 0 0 1 0 1 1 1 0 0 1 1 0 0]
TTS-StarGAN-clf_00610_01328563459_TTS-clm_03349,33.33,4.39,0.00,0.71,0.01,[1 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1]
TTS-StarGAN-clf_00610_02067016031_TTS-vem_00610,28.77,4.44,0.00,2.35,0.01,[0 1 1 1 1 0 1 1 0 0 1 0 0 0 1 0]
TTS-StarGAN-clf_01523_00073255913_TTS-pem_09334,35.83,4.34,0.00,1.83,0.01,[0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1]
TTS-StarGAN-clf_01523_01278206897_TTS-clf_04310,34.12,4.43,0.00,4.28,0.02,[1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1]
TTS-StarGAN-clf_01523_01945641384_TTS-cof_01523,37.32,4.41,0.00,0.72,0.01,[1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1]
TTS-StarGAN-clf_01523_02123164297_TTS-arm_04310,38.38,4.22,0.00,0.35,0.01,[0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1]
TTS-StarGAN-clf_02484_00067369754_TTS-vem_07508,32.26,4.50,0.00,1.98,0.01,[0 1 1 0 1 1 1 0 0 0 1 1 1 0 0 1]
TTS-StarGAN-clf_02484_00119790770_TTS-vef_09697,35.01,4.45,0.00,0.71,0.01,[1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1]
TTS-StarGAN-clf_02484_01827576065_TTS-pef_04310,31.10,4.44,0.00,4.49,0.02,[1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0]
TTS-StarGAN-clf_03397_00373051312_TTS-arf_03397,33.99,4.34,0.00,2.25,0.01,[0 1 1 0 0 1 1 1 1 0 0 1 0 0 0 1]
TTS-StarGAN-clf_03397_00660465538_TTS-pem_07508,33.70,4.47,0.00,1.95,0.01,[0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0]
TTS-StarGAN-clf_03397_00855093550_TTS-cof_01523,33.09,4.23,0.00,1.17,0.01,[1 0 1 0 0 0 0 1 1 1 1 0 0 1 1 1]
TTS-StarGAN-clf_03397_01585189030_TTS-cof_07508,33.09,4.37,0.00,2.12,0.01,[1 1 0 0 1 0 1 1 1 1 0 0 0 1 0 1]
TTS-StarGAN-clf_03397_01896382123_TTS-vem_02484,32.26,4.36,0.00,2.19,0.01,[1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1]
TTS-StarGAN-clf_03397_01928148058_TTS-cof_09697,35.50,4.39,0.00,1.14,0.01,[0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 1]
TTS-StarGAN-clf_03397_01958604600_TTS-arm_07508,35.29,4.39,0.00,1.73,0.01,[1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0]
TTS-StarGAN-clf_04310_01079238879_TTS-pem_03397,29.74,4.48,0.00,0.13,0.01,[1 0 0 1 1 0 1 1 1 1 0 0 0 0 0 1]
TTS-StarGAN-clf_04310_01684550663_TTS-cof_06136,36.20,4.44,0.00,2.12,0.01,[1 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1]
TTS-StarGAN-clf_04310_01808113095_TTS-vem_08784,29.87,4.44,0.00,2.20,0.01,[1 1 1 1 0 0 1 0 1 0 0 1 0 1 1 1]
TTS-StarGAN-clf_04310_02074421813_TTS-pef_02484,35.08,4.43,0.00,2.17,0.02,[0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 0]
TTS-StarGAN-clf_06136_00249762308_TTS-pef_01523,33.93,4.41,0.00,1.64,0.01,[0 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0]
TTS-StarGAN-clf_06136_01297566676_TTS-pem_09334,32.18,4.34,0.00,2.26,0.01,[1 1 0 1 1 0 0 1 1 1 0 1 0 1 1 1]
TTS-StarGAN-clf_06136_01884715760_TTS-clf_07508,33.20,4.39,0.00,0.72,0.01,[1 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0]
TTS-StarGAN-clf_07049_00466449579_TTS-vef_06136,31.42,4.39,0.00,1.15,0.01,[0 0 1 1 0 0 1 1 1 1 1 0 1 0 0 1]
TTS-StarGAN-clf_07049_00592790014_TTS-pem_09334,34.03,4.39,0.00,1.73,0.01,[1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0]
TTS-StarGAN-clf_07508_00219536198_TTS-pef_01523,35.53,4.43,0.00,2.33,0.01,[0 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0]
TTS-StarGAN-clf_07508_00449371985_TTS-cof_03397,31.70,4.35,0.00,2.09,0.01,[1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1]
TTS-StarGAN-clf_07508_01714746853_TTS-clf_09334,33.12,4.35,0.00,0.42,0.01,[0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 1]
TTS-StarGAN-clf_08421_00042582409_TTS-com_09334,28.30,4.37,0.00,1.71,0.01,[0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 1]
TTS-StarGAN-clf_08421_00136499171_TTS-clf_08784,31.65,4.39,0.00,0.56,0.01,[1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0]
