file_name,ber,ber_opus_12k
Diff-arf_02484_01600212475-arm_01523_0062101478,0.00,100.00
Diff-arf_02484_01600212475-clf_05223_0200672390,0.00,0.00
Diff-arf_02484_01600212475-cof_08784_0107100124,0.00,0.00
Diff-arf_02484_01600212475-vef_02484_0052923073,0.00,0.00
Diff-arf_02484_01600212475-vef_08421_0208514401,0.00,0.00
Diff-arf_07049_00328884710-arm_01523_0184504503,0.00,31.25
Diff-arf_07049_00328884710-arm_08784_0013560406,0.00,25.00
Diff-arf_07049_00328884710-clm_05223_0083248701,0.00,0.00
Diff-arf_07049_00328884710-pef_05223_0131569222,0.00,100.00
Diff-arf_07049_00385178710-arf_04310_0100042827,0.00,100.00
Diff-arf_07049_00385178710-arm_03397_0018684280,0.00,0.00
Diff-arf_07049_00385178710-clm_00610_0012967888,0.00,0.00
Diff-arf_07049_00385178710-pef_01523_0207450116,0.00,0.00
Diff-arf_07049_00385178710-vef_09697_0130458643,0.00,6.25
Diff-arf_07049_00385178710-vem_07508_0053795884,0.00,0.00
Diff-arf_07049_00676784238-clf_01523_0097883948,0.00,100.00
Diff-arf_07049_00676784238-pem_01208_0149264107,0.00,0.00
Diff-arf_07049_00676784238-vem_04310_0041815770,0.00,0.00
Diff-arf_07049_00777693427-arf_05679_0077658237,0.00,100.00
Diff-arf_07049_00777693427-cof_06136_0042673780,0.00,100.00
Diff-arf_07049_00777693427-pem_03349_0123170432,0.00,6.25
Diff-arf_07049_00777693427-vef_05223_0024486928,0.00,100.00
Diff-arf_07049_00777693427-vem_04310_0161587479,0.00,0.00
Diff-arf_07049_00777693427-vem_07508_0089386835,0.00,100.00
Diff-arf_07049_00853484785-arf_03034_0122811506,0.00,0.00
Diff-arf_07049_00853484785-clm_05223_0188636999,0.00,0.00
Diff-arf_07049_00853484785-pem_02436_0124753690,0.00,6.25
Diff-arf_07049_00853484785-vef_09697_0020576962,0.00,0.00
Diff-arf_07049_00853484785-vem_04310_0129277842,0.00,100.00
Diff-arf_07049_00856366985-arf_03034_0185220836,0.00,6.25
Diff-arf_07049_00856366985-arf_03853_0017792171,0.00,0.00
Diff-arf_07049_00856366985-clf_01523_0160531924,0.00,12.50
Diff-arf_07049_00856366985-clm_05223_0114902067,0.00,25.00
Diff-arf_07049_00856366985-pef_05223_0043972984,0.00,100.00
Diff-arf_07049_00856366985-vem_08421_0000456383,0.00,100.00
Diff-arf_07049_00903352022-arf_04310_0128210371,0.00,0.00
Diff-arf_07049_00903352022-arf_05679_0056846255,0.00,0.00
Diff-arf_07049_00903352022-arm_03397_0014781715,0.00,6.25
Diff-arf_07049_00903352022-pef_00610_0140233135,0.00,0.00
Diff-arf_07049_00903352022-pem_02436_0165380433,0.00,100.00
Diff-arf_07049_01293702341-arm_03397_0151954879,0.00,0.00
Diff-arf_07049_01293702341-clf_07049_0078897929,0.00,12.50
Diff-arf_07049_01293702341-clm_01208_0179202522,0.00,0.00
Diff-arf_07049_01293702341-cof_06136_0166560852,0.00,12.50
Diff-arf_07049_01293702341-cof_08784_0152725245,0.00,0.00
Diff-arf_07049_01293702341-com_03397_0034811874,0.00,0.00
Diff-arf_07049_01293702341-pef_01523_0113166159,0.00,0.00
Diff-arf_07049_01293702341-pef_07049_0009560104,0.00,6.25
Diff-arf_07049_01293702341-pem_03349_0136631469,0.00,6.25
Diff-arf_07049_01813441413-arm_02484_0129409362,0.00,6.25
Diff-arf_07049_01813441413-arm_03397_0124188744,0.00,0.00
Diff-arf_07049_01813441413-clf_09697_0046693667,0.00,0.00
Diff-arf_07049_01813441413-pef_00610_0106294004,0.00,0.00
Diff-arf_07049_01813441413-vef_02484_0021273727,0.00,0.00
Diff-arf_07049_01813441413-vem_08421_0013483512,0.00,0.00
Diff-arf_07049_01920468481-arf_03853_0134599404,0.00,0.00
Diff-arf_07049_01920468481-clm_01208_0017424345,0.00,0.00
Diff-arf_07049_01920468481-clm_05223_0011737622,0.00,100.00
Diff-arf_07973_00002532452-arf_03034_0110501669,0.00,6.25
Diff-arf_07973_00002532452-clm_05223_0049826934,0.00,100.00
Diff-arf_07973_00002532452-cof_08784_0075003592,0.00,100.00
Diff-arf_07973_00002532452-pef_07049_0032039238,0.00,100.00
Diff-arf_07973_00002532452-pem_03349_0080067991,0.00,100.00
Diff-arf_07973_00002532452-vef_02484_0059330189,0.00,100.00
Diff-arf_07973_00002532452-vem_03397_0020166361,0.00,6.25
Diff-arf_07973_00212107854-arm_03397_0166953103,0.00,0.00
Diff-arf_07973_00212107854-arm_08784_0098628246,0.00,100.00
Diff-arf_07973_00212107854-clf_09697_0046693667,0.00,0.00
Diff-arf_07973_00212107854-clm_01208_0145523180,0.00,6.25
Diff-arf_07973_00212107854-cof_08784_0087010117,0.00,0.00
Diff-arf_07973_00212107854-com_02484_0080870802,0.00,6.25
Diff-arf_07973_00212107854-com_08784_0032411347,0.00,0.00
Diff-arf_07973_00212107854-pem_03349_0034242481,0.00,0.00
Diff-arf_07973_00212107854-vef_08421_0136298778,0.00,100.00
Diff-arf_07973_00690302606-arm_01523_0120868061,0.00,100.00
Diff-arf_07973_00690302606-clf_09697_0159672017,0.00,100.00
Diff-arf_07973_00690302606-cof_08784_0069929444,0.00,12.50
Diff-arf_07973_00690302606-cof_09334_0136824762,0.00,100.00
Diff-arf_07973_00690302606-pem_01208_0081567527,0.00,100.00
Diff-arf_07973_00832626659-arf_04310_0021032096,0.00,100.00
Diff-arf_07973_00832626659-arm_03397_0095123971,0.00,100.00
Diff-arf_07973_00832626659-clf_07049_0006776033,0.00,0.00
Diff-arf_07973_00832626659-clm_00610_0026600232,0.00,0.00
Diff-arf_07973_00832626659-cof_06136_0014815130,0.00,6.25
Diff-arf_07973_00832626659-cof_08784_0065031605,0.00,100.00
Diff-arf_07973_00832626659-com_03397_0079469967,0.00,100.00
Diff-arf_07973_01323779637-arf_04310_0194495001,0.00,0.00
Diff-arf_07973_01323779637-cof_08784_0096398616,0.00,0.00
Diff-arf_07973_01323779637-pem_02484_0115396189,0.00,100.00
Diff-arf_07973_01323779637-vef_05223_0090974891,0.00,0.00
Diff-arf_07973_01323779637-vef_08421_0041335898,0.00,0.00
Diff-arf_07973_01335720156-arm_01523_0202673416,0.00,100.00
Diff-arf_07973_01335720156-clm_00610_0042510659,0.00,0.00
Diff-arf_07973_01335720156-clm_01208_0209652331,0.00,0.00
Diff-arf_07973_01335720156-cof_06136_0059271049,0.00,0.00
Diff-arf_07973_01335720156-com_02484_0192092323,0.00,0.00
Diff-arf_07973_01335720156-vem_03397_0184510166,0.00,12.50
Diff-arf_07973_01374936138-arm_02484_0047848677,0.00,0.00
Diff-arf_07973_01374936138-arm_03397_0214028765,0.00,0.00
Diff-arf_07973_01374936138-clf_09697_0034007207,0.00,100.00
Diff-arf_07973_01374936138-com_09697_0011655635,0.00,0.00
Diff-arf_07973_01374936138-pef_00610_0058325993,0.00,0.00
Diff-arf_07973_01374936138-vef_08421_0120499001,0.00,100.00
Diff-arf_07973_02031922049-pef_00610_0128383961,0.00,100.00
Diff-arf_07973_02031922049-pem_03349_0143376337,0.00,6.25
Diff-arf_07973_02031922049-vem_03397_0099125321,0.00,0.00
Diff-arf_07973_02031922049-vem_08421_0046345914,0.00,12.50
Diff-arf_07973_02055135947-arf_05679_0058975609,0.00,0.00
Diff-arf_07973_02055135947-arm_03397_0146627914,0.00,0.00
Diff-arf_07973_02055135947-arm_08784_0010101716,0.00,0.00
Diff-arf_07973_02055135947-clf_01523_0115788745,0.00,0.00
Diff-arf_07973_02055135947-clf_09697_0140997269,0.00,0.00
Diff-arf_07973_02055135947-com_09697_0200093021,0.00,6.25
Diff-arf_07973_02055135947-vef_02484_0050115840,0.00,100.00
Diff-arf_07973_02055135947-vem_03397_0001773100,0.00,6.25
Diff-arf_07973_02122189527-arf_03034_0207734925,0.00,100.00
Diff-arf_07973_02122189527-arf_03853_0134752958,0.00,6.25
Diff-arf_07973_02122189527-clf_05223_0089758895,0.00,100.00
Diff-arf_07973_02122189527-clf_07049_0177866312,0.00,12.50
Diff-arf_07973_02122189527-pef_00610_0103032269,0.00,100.00
Diff-arf_07973_02122189527-pef_07049_0164739479,0.00,6.25
Diff-arf_07973_02122189527-vef_05223_0117804027,0.00,12.50
Diff-arm_05223_00138705831-arf_05679_0066094860,0.00,100.00
Diff-arm_05223_00138705831-com_08784_0109299797,0.00,100.00
Diff-arm_05223_00138705831-pef_01523_0038144493,0.00,100.00
Diff-arm_05223_00138705831-pem_01208_0008893911,0.00,100.00
Diff-arm_05223_00138705831-pem_02436_0193259526,0.00,100.00
Diff-arm_05223_00138705831-vef_05223_0134084686,0.00,100.00
Diff-arm_05223_00138705831-vem_03397_0021353209,0.00,12.50
Diff-arm_05223_00315267282-clf_01523_0141447110,0.00,100.00
Diff-arm_05223_00315267282-clm_01208_0151525999,0.00,100.00
Diff-arm_05223_00315267282-pef_01523_0018836459,0.00,100.00
Diff-arm_05223_00315267282-pem_02484_0210347495,0.00,100.00
Diff-arm_05223_00315267282-vef_08421_0082120702,0.00,100.00
Diff-arm_05223_00387616512-arf_05679_0142258995,0.00,0.00
Diff-arm_05223_00387616512-pef_07049_0003303503,0.00,100.00
Diff-arm_05223_00387616512-vef_02484_0135174744,0.00,100.00
Diff-arm_05223_00588010660-arm_03397_0210096180,0.00,6.25
Diff-arm_05223_00588010660-clf_05223_0076507757,0.00,6.25
Diff-arm_05223_00588010660-cof_06136_0056513630,0.00,100.00
Diff-arm_05223_00588010660-cof_08784_0006000036,0.00,0.00
Diff-arm_05223_00588010660-com_03397_0045507535,0.00,0.00
Diff-arm_05223_00588010660-pem_01208_0200041170,0.00,100.00
Diff-arm_05223_00588010660-vem_03397_0077599808,0.00,6.25
Diff-arm_05223_00588010660-vem_04310_0161286033,0.00,12.50
Diff-arm_05223_00948191177-clm_00610_0001562395,0.00,0.00
Diff-arm_05223_00948191177-cof_08784_0105877808,0.00,100.00
Diff-arm_05223_00948191177-com_08784_0090219119,0.00,0.00
Diff-arm_05223_00948191177-pem_01208_0013097951,0.00,0.00
Diff-arm_05223_00948191177-pem_02484_0019653137,0.00,0.00
Diff-arm_05223_00948191177-vem_04310_0077074258,0.00,0.00
Diff-arm_05223_01069260374-clf_05223_0050934681,0.00,100.00
Diff-arm_05223_01069260374-clf_09697_0135088735,0.00,100.00
Diff-arm_05223_01069260374-clm_05223_0071689825,0.00,100.00
Diff-arm_05223_01069260374-cof_03397_0145608636,0.00,6.25
Diff-arm_05223_01069260374-pef_00610_0158424851,0.00,100.00
Diff-arm_05223_01069260374-vem_07508_0099462335,0.00,6.25
Diff-arm_05223_01086656404-arf_03853_0143270110,0.00,0.00
Diff-arm_05223_01086656404-clm_00610_0117158561,0.00,0.00
Diff-arm_05223_01086656404-com_03397_0123276935,0.00,0.00
Diff-arm_05223_01086656404-pef_01523_0210263361,0.00,0.00
Diff-arm_05223_01191739742-arm_02484_0003907397,0.00,0.00
Diff-arm_05223_01191739742-clf_07049_0049767137,0.00,100.00
Diff-arm_05223_01191739742-com_02484_0125612022,0.00,100.00
Diff-arm_05223_01191739742-pef_07049_0035501423,0.00,100.00
Diff-arm_05223_01191739742-pem_01208_0128720206,0.00,100.00
Diff-arm_05223_01191739742-pem_02436_0103747263,0.00,18.75
Diff-arm_05223_01191739742-pem_02484_0058918539,0.00,0.00
Diff-arm_05223_01191739742-vem_03397_0155810066,0.00,12.50
Diff-arm_05223_01624114475-arm_02484_0199620663,0.00,12.50
Diff-arm_05223_01624114475-clm_00610_0001476160,0.00,6.25
Diff-arm_05223_01624114475-pem_01208_0136463863,0.00,100.00
Diff-arm_05223_01624114475-vem_04310_0050088136,0.00,100.00
Diff-arm_05223_01624114475-vem_07508_0153069827,0.00,18.75
Diff-arm_05223_01714663904-arm_01523_0142012366,0.00,0.00
Diff-arm_05223_01714663904-clf_01523_0024715228,0.00,100.00
Diff-arm_05223_01714663904-pef_01523_0131997408,0.00,6.25
Diff-arm_05223_01714663904-pem_01208_0192740465,0.00,25.00
Diff-arm_05223_01714663904-pem_03349_0021512845,0.00,100.00
Diff-arm_07508_00027832030-com_03397_0142478023,0.00,0.00
Diff-arm_07508_00027832030-pef_05223_0061848063,0.00,0.00
Diff-arm_07508_00027832030-pem_02484_0025790197,0.00,0.00
Diff-arm_07508_00027832030-vef_09697_0169621824,0.00,6.25
Diff-arm_07508_00062175241-arf_03034_0123224309,0.00,0.00
Diff-arm_07508_00062175241-arm_03397_0072014084,0.00,0.00
Diff-arm_07508_00062175241-arm_08784_0056572059,0.00,0.00
Diff-arm_07508_00062175241-clm_06136_0157802604,0.00,0.00
Diff-arm_07508_00062175241-pef_07049_0205864257,0.00,0.00
Diff-arm_07508_00062175241-vef_09697_0043578585,0.00,0.00
Diff-arm_07508_00078445399-arf_03034_0153991468,0.00,0.00
Diff-arm_07508_00078445399-arf_03853_0139235729,0.00,0.00
Diff-arm_07508_00078445399-arm_01523_0056171486,0.00,0.00
Diff-arm_07508_00078445399-arm_02484_0177809363,0.00,0.00
Diff-arm_07508_00078445399-clf_09697_0044786556,0.00,0.00
Diff-arm_07508_00078445399-com_03397_0047351228,0.00,0.00
Diff-arm_07508_00078445399-com_09697_0069596326,0.00,0.00
Diff-arm_07508_00078445399-vem_08421_0017561554,0.00,0.00
Diff-arm_07508_00454090136-clf_01523_0184615810,0.00,0.00
Diff-arm_07508_00454090136-cof_06136_0053255952,0.00,0.00
Diff-arm_07508_00454090136-com_09697_0002468753,0.00,100.00
Diff-arm_07508_00454090136-pef_00610_0081714715,0.00,100.00
Diff-arm_07508_00454090136-pef_05223_0056172709,0.00,0.00
Diff-arm_07508_00454090136-vef_08421_0088443753,0.00,100.00
Diff-arm_07508_00686691943-arf_04310_0124823382,0.00,0.00
Diff-arm_07508_00686691943-clm_05223_0095826896,0.00,6.25
Diff-arm_07508_00686691943-cof_09334_0022065437,0.00,0.00
Diff-arm_07508_00686691943-pem_03349_0033994669,0.00,0.00
Diff-arm_07508_00686691943-vef_05223_0076736790,0.00,0.00
Diff-arm_07508_00686691943-vef_09697_0154484342,0.00,0.00
Diff-arm_07508_00692340132-clf_05223_0088236999,0.00,0.00
Diff-arm_07508_00692340132-cof_03397_0191647547,0.00,0.00
Diff-arm_07508_00692340132-pef_05223_0188806571,0.00,6.25
Diff-arm_07508_00692340132-vef_08421_0131235889,0.00,0.00
Diff-arm_07508_00807555277-arf_04310_0099868754,0.00,0.00
Diff-arm_07508_00807555277-arf_05679_0177583937,0.00,100.00
Diff-arm_07508_00807555277-arm_02484_0198276379,0.00,0.00
Diff-arm_07508_00807555277-clm_00610_0032184766,0.00,12.50
Diff-arm_07508_00807555277-cof_03397_0018935705,0.00,100.00
Diff-arm_07508_00807555277-cof_06136_0151687718,0.00,0.00
Diff-arm_07508_00807555277-pef_07049_0084450731,0.00,100.00
Diff-arm_07508_00807555277-pem_03349_0073462203,0.00,6.25
Diff-arm_07508_00807555277-vef_02484_0038089430,0.00,0.00
Diff-arm_07508_00807555277-vem_03397_0010697721,0.00,100.00
Diff-arm_07508_00807555277-vem_07508_0121849608,0.00,0.00
Diff-arm_07508_00854050274-arm_02484_0015242802,0.00,0.00
Diff-arm_07508_00854050274-arm_03397_0019294097,0.00,0.00
Diff-arm_07508_00854050274-cof_09334_0047156228,0.00,100.00
Diff-arm_07508_00854050274-com_09697_0078237552,0.00,6.25
Diff-arm_07508_00854050274-vef_02484_0048106566,0.00,100.00
Diff-arm_07508_01508754030-arm_01523_0161149355,0.00,0.00
Diff-arm_07508_01508754030-arm_03397_0201265993,0.00,0.00
Diff-arm_07508_01508754030-clm_01208_0044791720,0.00,6.25
Diff-arm_07508_01508754030-cof_08784_0017503433,0.00,6.25
Diff-arm_07508_01508754030-com_08784_0186285690,0.00,100.00
Diff-arm_07508_01508754030-pem_01208_0025603209,0.00,0.00
Diff-arm_07508_01508754030-vef_08421_0179522918,0.00,100.00
Diff-arm_07508_01508754030-vem_08421_0090369840,0.00,0.00
Diff-arm_07508_01594470267-clf_01523_0201866929,0.00,12.50
Diff-arm_07508_01594470267-com_03397_0197173873,0.00,0.00
Diff-arm_07508_01594470267-vem_04310_0136748572,0.00,6.25
Diff-arm_09334_00125495007-com_02484_0020001950,0.00,100.00
Diff-arm_09334_00125495007-pem_02436_0008862121,0.00,6.25
Diff-arm_09334_00125495007-pem_03349_0127891087,0.00,100.00
Diff-arm_09334_00426650851-arf_03853_0155058074,0.00,6.25
Diff-arm_09334_00426650851-arm_02484_0205018604,0.00,6.25
Diff-arm_09334_00426650851-clf_07049_0200087503,0.00,100.00
Diff-arm_09334_00426650851-clm_06136_0008344344,0.00,100.00
Diff-arm_09334_00426650851-cof_06136_0127764991,0.00,6.25
Diff-arm_09334_00426650851-com_02484_0026407582,0.00,0.00
Diff-arm_09334_00426650851-pem_02484_0144487882,0.00,100.00
Diff-arm_09334_00497592021-pem_01208_0099727483,0.00,100.00
Diff-arm_09334_00497592021-pem_03349_0021694441,0.00,0.00
Diff-arm_09334_00497592021-vef_02484_0143516304,0.00,0.00
Diff-arm_09334_00618706782-arf_04310_0099868754,0.00,100.00
Diff-arm_09334_00618706782-arf_05679_0208150155,0.00,12.50
Diff-arm_09334_00618706782-clf_01523_0084200004,0.00,100.00
Diff-arm_09334_00618706782-clf_05223_0200672390,0.00,0.00
Diff-arm_09334_00618706782-clf_09697_0011821560,0.00,6.25
Diff-arm_09334_00618706782-cof_03397_0214659471,0.00,100.00
Diff-arm_09334_00618706782-cof_08784_0099993594,0.00,100.00
Diff-arm_09334_00618706782-com_03397_0178613866,0.00,0.00
Diff-arm_09334_00618706782-pef_01523_0011873234,0.00,100.00
Diff-arm_09334_00618706782-pem_02436_0186298010,0.00,100.00
Diff-arm_09334_00618706782-vef_08421_0025676114,0.00,0.00
Diff-arm_09334_00869937879-arm_02484_0163044983,0.00,0.00
Diff-arm_09334_00869937879-clf_07049_0168549617,0.00,18.75
Diff-arm_09334_00869937879-clm_01208_0036331534,0.00,0.00
Diff-arm_09334_00869937879-cof_09334_0153235737,0.00,6.25
Diff-arm_09334_00869937879-com_02484_0185351957,0.00,0.00
Diff-arm_09334_00869937879-pem_03349_0145494928,0.00,0.00
Diff-arm_09334_01018601621-arm_08784_0036723360,0.00,100.00
Diff-arm_09334_01018601621-clm_05223_0139773380,0.00,6.25
Diff-arm_09334_01018601621-com_09697_0022145105,0.00,0.00
Diff-arm_09334_01018601621-pef_01523_0077994695,0.00,100.00
Diff-arm_09334_01237785027-clf_05223_0013143480,0.00,0.00
Diff-arm_09334_01237785027-clm_01208_0156410472,0.00,100.00
Diff-arm_09334_01237785027-com_02484_0069464469,0.00,0.00
Diff-arm_09334_01237785027-com_08784_0189645407,0.00,0.00
Diff-arm_09334_01237785027-pef_01523_0073553619,0.00,0.00
Diff-arm_09334_01237785027-pem_02436_0040358455,0.00,100.00
Diff-arm_09334_01237785027-vef_09697_0017437417,0.00,0.00
Diff-arm_09334_01324198176-arm_02484_0181549638,0.00,100.00
Diff-arm_09334_01324198176-arm_08784_0014395117,0.00,100.00
Diff-arm_09334_01324198176-clf_01523_0079361446,0.00,0.00
Diff-arm_09334_01324198176-cof_03397_0130639404,0.00,6.25
Diff-arm_09334_01324198176-com_02484_0115282233,0.00,0.00
Diff-arm_09334_01324198176-pef_05223_0021554653,0.00,12.50
Diff-arm_09334_01324198176-pem_01208_0086694258,0.00,100.00
Diff-arm_09334_01324198176-vem_07508_0107245720,0.00,0.00
Diff-arm_09334_01686232974-arf_05679_0204778562,0.00,100.00
Diff-arm_09334_01686232974-cof_03397_0004369915,0.00,100.00
Diff-arm_09334_01686232974-com_08784_0186049516,0.00,0.00
Diff-arm_09334_01686232974-pem_03349_0190975213,0.00,12.50
Diff-arm_09334_01686232974-vem_04310_0138143406,0.00,25.00
Diff-arm_09334_01957748122-arm_08784_0179608906,0.00,6.25
Diff-arm_09334_01957748122-clf_01523_0047118797,0.00,0.00
Diff-arm_09334_01957748122-cof_03397_0118867044,0.00,100.00
Diff-arm_09334_01957748122-cof_08784_0179488973,0.00,6.25
Diff-arm_09334_01957748122-com_09697_0156859299,0.00,6.25
Diff-arm_09334_01957748122-pef_01523_0104028167,0.00,0.00
Diff-arm_09334_01957748122-vem_07508_0050069694,0.00,100.00
Diff-arm_09697_00017988410-arm_01523_0061811828,0.00,0.00
Diff-arm_09697_00017988410-arm_03397_0025830960,0.00,6.25
Diff-arm_09697_00017988410-clf_05223_0187071842,0.00,0.00
Diff-arm_09697_00017988410-pem_01208_0132027444,0.00,0.00
Diff-arm_09697_00017988410-pem_02484_0144531707,0.00,0.00
Diff-arm_09697_00017988410-pem_03349_0190327691,0.00,0.00
Diff-arm_09697_00017988410-vef_05223_0039325607,0.00,0.00
Diff-arm_09697_00167767460-arf_03853_0174814872,0.00,100.00
Diff-arm_09697_00167767460-arf_05679_0111091471,0.00,0.00
Diff-arm_09697_00167767460-clf_09697_0044571119,0.00,100.00
Diff-arm_09697_00167767460-vef_02484_0043318774,0.00,100.00
Diff-arm_09697_00529303930-clf_05223_0164179380,0.00,0.00
Diff-arm_09697_00529303930-clf_09697_0082320518,0.00,0.00
Diff-arm_09697_00529303930-clm_00610_0012872862,0.00,100.00
Diff-arm_09697_00529303930-clm_05223_0051922778,0.00,0.00
Diff-arm_09697_00529303930-pem_02436_0161686482,0.00,0.00
Diff-arm_09697_00529303930-vef_02484_0048106566,0.00,100.00
Diff-arm_09697_00902499724-arf_05679_0127520228,0.00,100.00
Diff-arm_09697_00902499724-clf_07049_0108632981,0.00,6.25
Diff-arm_09697_00902499724-clm_00610_0150680896,0.00,6.25
Diff-arm_09697_00902499724-cof_03397_0096616154,0.00,100.00
Diff-arm_09697_00902499724-cof_09334_0093658828,0.00,12.50
Diff-arm_09697_00902499724-com_02484_0026407582,0.00,100.00
Diff-arm_09697_00902499724-com_03397_0107532373,0.00,0.00
Diff-arm_09697_00902499724-vem_04310_0028837340,0.00,100.00
Diff-arm_09697_01313952231-arf_03853_0097229880,0.00,6.25
Diff-arm_09697_01313952231-arm_08784_0147831662,0.00,12.50
Diff-arm_09697_01313952231-com_08784_0200396952,0.00,100.00
Diff-arm_09697_01468177917-arf_03853_0001933751,0.00,6.25
Diff-arm_09697_01468177917-arf_05679_0088897531,0.00,100.00
Diff-arm_09697_01468177917-clf_05223_0165729101,0.00,12.50
Diff-arm_09697_01468177917-vem_08421_0168344353,0.00,0.00
Diff-arm_09697_01938242139-clm_06136_0136782832,0.00,100.00
Diff-arm_09697_01938242139-cof_08784_0077901315,0.00,0.00
Diff-arm_09697_01938242139-cof_09334_0024906500,0.00,100.00
Diff-arm_09697_01938242139-pef_01523_0068443225,0.00,100.00
Diff-arm_09697_01938242139-vef_08421_0208774125,0.00,100.00
Diff-arm_09697_02107405728-arf_04310_0135099761,0.00,0.00
Diff-arm_09697_02107405728-arf_05679_0210884324,0.00,12.50
Diff-arm_09697_02107405728-arm_01523_0026563760,0.00,0.00
Diff-arm_09697_02107405728-arm_02484_0164470225,0.00,100.00
Diff-arm_09697_02107405728-clf_09697_0129685471,0.00,100.00
Diff-arm_09697_02107405728-clm_01208_0192265735,0.00,100.00
Diff-arm_09697_02107405728-com_09697_0163224310,0.00,100.00
Diff-arm_09697_02107405728-pem_02484_0198819968,0.00,0.00
Diff-arm_09697_02107405728-vem_04310_0095297089,0.00,0.00
Diff-arm_09697_02107405728-vem_08421_0129769290,0.00,0.00
Diff-arm_09697_02129575365-arf_04310_0125799997,0.00,100.00
Diff-arm_09697_02129575365-clf_01523_0097883948,0.00,100.00
Diff-arm_09697_02129575365-clm_05223_0110472475,0.00,100.00
Diff-arm_09697_02129575365-clm_06136_0150311301,0.00,12.50
Diff-arm_09697_02129575365-cof_09334_0192516888,0.00,100.00
Diff-arm_09697_02129575365-pef_00610_0123475560,0.00,12.50
Diff-arm_09697_02129575365-pef_07049_0185053043,0.00,100.00
Diff-arm_09697_02129575365-pem_01208_0001655887,0.00,100.00
Diff-arm_09697_02129575365-vef_02484_0062864713,0.00,6.25
Diff-clf_00610_00041705766-arm_01523_0198782660,0.00,18.75
Diff-clf_00610_00041705766-clm_06136_0017197093,0.00,100.00
Diff-clf_00610_00041705766-cof_08784_0009124657,0.00,0.00
Diff-clf_00610_00041705766-com_02484_0128753176,0.00,0.00
Diff-clf_00610_00041705766-com_03397_0102397644,0.00,18.75
Diff-clf_00610_00041705766-com_08784_0022818653,0.00,0.00
Diff-clf_00610_00041705766-vef_02484_0156766827,0.00,100.00
Diff-clf_00610_00425819568-arm_02484_0018254585,0.00,0.00
Diff-clf_00610_00425819568-clm_05223_0047732924,0.00,37.50
Diff-clf_00610_00425819568-com_02484_0039166170,0.00,100.00
Diff-clf_00610_00425819568-com_09697_0145953998,0.00,100.00
Diff-clf_00610_00425819568-pef_07049_0155727168,0.00,6.25
Diff-clf_00610_00425819568-pem_02484_0082516520,0.00,0.00
Diff-clf_00610_00425819568-vef_05223_0194846505,0.00,0.00
Diff-clf_00610_00531398189-vef_08421_0026913242,0.00,0.00
Diff-clf_00610_00541921480-arf_05679_0200494815,0.00,100.00
Diff-clf_00610_00541921480-clm_00610_0078310394,0.00,100.00
Diff-clf_00610_00541921480-clm_06136_0017292641,0.00,6.25
Diff-clf_00610_00541921480-cof_06136_0104134820,0.00,6.25
Diff-clf_00610_00541921480-com_03397_0041985885,0.00,6.25
Diff-clf_00610_00541921480-com_08784_0145925834,0.00,6.25
Diff-clf_00610_00541921480-pef_00610_0160892427,0.00,18.75
Diff-clf_00610_00541921480-pem_02484_0034382132,0.00,6.25
Diff-clf_00610_00541921480-vef_05223_0192719312,0.00,100.00
Diff-clf_00610_00800782811-arf_04310_0003024030,0.00,100.00
Diff-clf_00610_00800782811-arf_05679_0156388620,0.00,0.00
Diff-clf_00610_00800782811-arm_01523_0180790688,0.00,18.75
Diff-clf_00610_00800782811-arm_08784_0066491404,0.00,6.25
Diff-clf_00610_00800782811-clm_00610_0110398617,0.00,6.25
Diff-clf_00610_00800782811-clm_06136_0090199968,0.00,25.00
Diff-clf_00610_00800782811-cof_06136_0185785611,0.00,0.00
Diff-clf_00610_00800782811-pef_05223_0058786232,0.00,100.00
Diff-clf_00610_00800782811-vef_08421_0105885540,0.00,6.25
Diff-clf_00610_00800782811-vem_07508_0117271670,0.00,0.00
Diff-clf_00610_01194622067-clf_05223_0168723603,0.00,6.25
Diff-clf_00610_01194622067-clf_09697_0205355989,0.00,100.00
Diff-clf_00610_01194622067-clm_01208_0182208027,0.00,6.25
Diff-clf_00610_01194622067-com_02484_0020839638,0.00,100.00
Diff-clf_00610_01194622067-com_03397_0079469967,0.00,18.75
Diff-clf_00610_01194622067-pem_02484_0160551363,0.00,18.75
Diff-clf_00610_01341150653-arf_03034_0107783593,0.00,0.00
Diff-clf_00610_01341150653-arf_04310_0127782376,0.00,100.00
Diff-clf_00610_01341150653-clf_05223_0089004159,0.00,0.00
Diff-clf_00610_01341150653-pef_00610_0088370800,0.00,0.00
Diff-clf_00610_01341150653-vef_05223_0004839910,0.00,0.00
Diff-clf_00610_01341150653-vef_09697_0138957246,0.00,0.00
Diff-clf_00610_01422471184-com_08784_0073415034,0.00,31.25
Diff-clf_00610_01422471184-pef_00610_0177181866,0.00,100.00
Diff-clf_00610_01624352669-arf_04310_0192192958,0.00,100.00
Diff-clf_00610_01624352669-arf_05679_0196855125,0.00,100.00
Diff-clf_00610_01624352669-arm_01523_0081549548,0.00,100.00
Diff-clf_00610_01624352669-clf_07049_0181142112,0.00,0.00
Diff-clf_00610_01624352669-pef_00610_0177036010,0.00,12.50
Diff-clf_00610_01624352669-pem_01208_0194245464,0.00,100.00
Diff-clf_00610_01624352669-pem_02436_0075450283,0.00,0.00
